Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
4.086104635066837e-05,4.847942855371397e-05,7.616003559928984e-05,7.465688790667978e-05,9.363844037153575e-05,5.69e-07,5.661334659315769e-05,5.69e-07,7.571142273123947e-05,6.614062964364892e-05
5.69e-07,4.0105990442704004e-05,2.2071712589245778e-05,7.906609337931707e-05,3.906663047781935e-05,1.6832643619436356e-05,5.69e-07,5.763417073807651e-05,5.69e-07,5.69e-07
0.00011833502069824048,5.69e-07,5.69e-07,5.69e-07,0.0002481752610453306,5.69e-07,5.69e-07,0.00024819420498644386,1.9878965390839638e-05,0.0005140535508550104
5.69e-07,5.69e-07,5.69e-07,2.6384150122146475e-05,3.271363043533005e-05,9.682331873353736e-06,4.0643067065834484e-05,1.0690597711000964e-05,2.7852009320959844e-05,5.69e-07
0.00017358259021379397,0.0008883819494674791,5.69e-07,5.69e-07,0.00010755258076547506,0.00010442936057861162,0.0004272098841617119,5.69e-07,5.69e-07,5.69e-07
5.69e-07,5.69e-07,6.2672160676647776e-06,3.927728011026945e-05,5.69e-07,6.659158444052686e-05,5.69e-07,0.00010268178836793569,5.69e-07,4.742456888506337e-05
7.34089684998947e-05,5.69e-07,0.00014007740783481391,5.69e-07,5.69e-07,5.69e-07,5.69e-07,5.69e-07,5.69e-07,0.00125526754061167
5.69e-07,0.0005105564230411661,0.0005239408577850357,0.00034478460566686876,0.00012087601983317606,5.69e-07,5.69e-07,5.69e-07,5.69e-07,5.69e-07
0.00044635394449188675,5.69e-07,0.0007679595114481106,5.69e-07,5.69e-07,5.69e-07,5.69e-07,0.0005665332643622827,5.69e-07,5.69e-07
4.556969959046761e-05,5.69e-07,5.69e-07,6.266375214001151e-05,7.114811719748348e-05,1.191097911157505e-05,1.5219034314756746e-05,4.269456175513201e-05,4.1621578837582094e-05,1.359527347331075e-05
5.69e-07,5.69e-07,5.69e-07,0.0006284069095600685,5.69e-07,5.69e-07,5.69e-07,0.0006916268714104522,0.0001102222334172735,0.0002208070128891989
0.000593283431475943,5.69e-07,5.69e-07,2.5212888835192674e-05,5.69e-07,5.69e-07,5.69e-07,0.0001157031987154237,5.69e-07,0.0009520534255331361
0.0007584495894389551,5.69e-07,0.00012546777052092724,0.0004833828842717324,5.69e-07,5.69e-07,5.69e-07,0.0007803339734925247,5.69e-07,1.3997452707443667e-05
0.00046052091657238935,5.69e-07,0.00067471476333695,0.0006650372065200234,3.059709191493079e-05,5.69e-07,5.69e-07,0.0005858116741057089,5.69e-07,5.69e-07
0.000478908853014027,5.69e-07,5.69e-07,0.0008782999585788649,5.69e-07,0.000403476685881973,0.0007879437800658514,5.69e-07,5.69e-07,0.00030219570181161946
5.69e-07,0.00025417112647715696,0.00028805059154772376,5.69e-07,0.00037305185825531713,5.69e-07,0.0008226354125769202,5.69e-07,0.00036082513352347814,5.69e-07
0.00018650158249575293,0.0006082639504718541,0.0005329664061052218,0.0009042332604089079,5.69e-07,5.69e-07,5.69e-07,0.00020501646241393145,5.69e-07,5.69e-07
5.69e-07,0.0002491985771449193,5.69e-07,0.0002234180855351721,5.69e-07,0.00029065755755411333,5.69e-07,0.00038159211111758696,0.000798140896717406,5.69e-07
5.69e-07,5.69e-07,5.69e-07,5.69e-07,0.00026324708602319154,0.000362139607826735,7.266292049949999e-05,8.148810803579029e-05,5.69e-07,0.0008108032685245789
5.69e-07,3.663080708682051e-05,2.651829611052672e-05,0.0006022723887474551,5.69e-07,0.00021767162535223783,0.00045833566939469645,5.69e-07,5.69e-07,0.0004681394386300338
0.0007312469799840479,5.69e-07,0.00011034816612648649,5.69e-07,9.318397649563281e-05,2.7335575969051757e-06,0.0008693724674035353,8.255851699301913e-05,5.69e-07,5.69e-07
0.0002926753924199877,0.0005700222488242593,2.624573602569123e-05,5.69e-07,0.0004714103262021728,0.0004825046164622049,5.69e-07,5.69e-07,5.69e-07,5.69e-07
5.69e-07,0.0009367975773313327,5.69e-07,0.0003185749002933335,5.69e-07,5.69e-07,0.0005023030310321642,5.69e-07,9.167043824203292e-05,5.69e-07
4.922770151363541e-05,5.69e-07,1.938842919968388e-05,5.69e-07,5.69e-07,5.69e-07,9.095639151665982e-05,5.69e-07,1.9638635434005656e-05,5.69e-07
5.4387541581806094e-05,4.9775448406953384e-05,0.0006279290136818354,5.69e-07,5.69e-07,5.6923620377674e-05,0.0005621619118082224,0.00017625050104013435,5.69e-07,5.69e-07
0.00046526355765821626,5.69e-07,0.0008768412115428675,0.00040944126838285356,5.69e-07,5.69e-07,0.000748244717214193,5.69e-07,0.0007201715128816118,5.69e-07
4.2807220991511236e-05,5.69e-07,5.69e-07,5.69e-07,0.00011434416165136005,0.0001715045670142079,0.0011630857510218373,5.69e-07,0.00028185024597836354,5.69e-07
5.69e-07,0.0005163263152264305,0.00027626559756626767,5.69e-07,5.69e-07,5.69e-07,5.69e-07,0.0004158400866990255,0.000110566555439576,5.69e-07
5.69e-07,0.00040508950818668286,5.69e-07,5.69e-07,0.0007481955138235162,5.69e-07,5.69e-07,0.00047114422104277566,5.69e-07,5.69e-07
5.69e-07,5.69e-07,5.69e-07,0.0006743655718317976,5.69e-07,0.00012583063599162826,5.69e-07,0.0002864837686919723,0.001123836765697301,5.69e-07
0.00128,5.69e-07,0.00029377950633553294,0.0003260093164856816,5.69e-07,5.69e-07,0.00022206483972290515,0.00017210560486670466,5.69e-07,5.69e-07
5.69e-07,4.006018170456221e-05,5.69e-07,0.0002401521332762636,0.00021653488717300354,0.0005560429870434861,5.69e-07,0.00033276035225196244,5.69e-07,5.69e-07
5.69e-07,5.69e-07,0.0006433219829607577,5.69e-07,5.69e-07,0.0010507294269895924,0.00021236446117826145,5.69e-07,0.000193223166154927,5.69e-07
5.69e-07,5.69e-07,2.914640749655562e-05,5.0038842929944186e-05,5.69e-07,2.3304140556400312e-05,5.69e-07,6.0196745623394174e-05,1.2326255093185037e-05,5.69e-07
0.0003208363491563032,5.69e-07,5.69e-07,3.2561887559904243e-05,0.00115862438931938,5.69e-07,5.69e-07,5.69e-07,5.69e-07,6.825896412097099e-06
