Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
5.69e-07,5.69e-07,5.69e-07,5.69e-07,5.69e-07,1.711597123697578e-05,5.69e-07,3.790350745711161e-05,5.69e-07,5.69e-07
1.5751898771651767e-05,5.69e-07,5.69e-07,5.69e-07,5.69e-07,5.69e-07,2.5378608270662687e-05,5.69e-07,2.6233028328279983e-05,2.1777234842697203e-06
5.69e-07,0.0002875328498228806,3.583106127750495e-05,9.416146478599811e-05,5.69e-07,0.00024267025347023716,3.7814374307065304e-05,5.69e-07,5.69e-07,5.69e-07
2.2209394991868085e-05,5.354367418937272e-05,1.5714005803803363e-05,5.69e-07,5.69e-07,5.69e-07,5.69e-07,5.69e-07,5.69e-07,2.347841019348019e-05
5.69e-07,5.69e-07,2.112088948525426e-05,0.00030242686874941963,5.69e-07,5.69e-07,5.69e-07,3.7486698257269727e-06,0.00022725207222136346,0.00014457326276696297
1.425438213375251e-05,3.2849426169007074e-06,5.69e-07,5.69e-07,3.82985642779481e-05,5.69e-07,3.1014390066899216e-05,5.69e-07,4.12140965713429e-05,5.69e-07
5.69e-07,6.34859827546015e-05,5.69e-07,4.2342971107907015e-05,8.598461138471569e-05,0.0001672248446504855,0.00024472092873872614,0.0006265965807766843,0.00015524041165408038,5.69e-07
5.925066740451909e-05,5.69e-07,5.69e-07,5.69e-07,5.69e-07,0.00029682328911026485,0.00014615573026670098,0.00017168425474558673,0.0002503834507342576,0.00010955276216676165
5.69e-07,0.00016924254601878832,5.69e-07,0.00022685978007166464,8.905112053175638e-05,0.0002953900464674711,0.00020547154927850187,5.69e-07,0.0002070938880529589,7.055991799715865e-05
5.69e-07,4.436855846520864e-06,4.273205931588736e-05,5.69e-07,5.69e-07,5.69e-07,5.69e-07,5.69e-07,5.69e-07,5.69e-07
5.264021093816448e-05,0.0001968648591247638,0.0005173342218920398,5.69e-07,0.00022690044597478609,0.00018659303468932884,7.616221605962604e-05,5.69e-07,5.69e-07,5.69e-07
5.69e-07,7.457328982023326e-05,0.00014370237546603698,5.69e-07,0.00030302184835497654,0.0003092057864370839,0.0002554927206508993,5.69e-07,0.00025105996557092837,5.69e-07
5.69e-07,0.0001203071485384086,5.69e-07,5.69e-07,0.00028326377547975047,0.00017491674587332158,0.00023341581402799537,5.69e-07,0.0003676881864663889,5.69e-07
5.69e-07,0.00033323306079598446,5.69e-07,5.69e-07,5.69e-07,8.229147735062081e-05,0.0003632248159433302,5.69e-07,0.00023133661477837373,0.0001687987937337498
5.69e-07,0.0003758152897726536,0.00041216000364181174,5.69e-07,0.00018784283895468442,5.69e-07,5.69e-07,0.00028653753642819257,0.0003445094735288204,5.69e-07
0.0003009064013361508,5.69e-07,5.69e-07,0.00020538601547726712,5.69e-07,0.0002581405496282541,5.69e-07,5.9193202421268116e-05,5.69e-07,0.0003032340713516634
5.69e-07,5.69e-07,5.69e-07,5.69e-07,0.00019100465901082303,0.000355930165351424,0.00027629776412399693,5.69e-07,2.5656340432843743e-05,7.250237695559188e-05
0.00030033405910452165,5.69e-07,0.0003949918345119188,5.69e-07,0.00046425638840776436,5.69e-07,0.00027740517733666894,5.69e-07,5.69e-07,9.44690813331368e-05
0.0004261462263673899,6.85730443966528e-05,8.880181699529975e-05,0.00010217999006735832,5.69e-07,5.69e-07,5.69e-07,5.69e-07,0.0003035080083685945,5.69e-07
2.178959407828345e-05,5.69e-07,5.69e-07,5.69e-07,0.0003283816700455182,5.69e-07,5.69e-07,0.00048381123983684603,0.00034969943319195586,5.69e-07
5.69e-07,0.0002239274359840859,5.69e-07,0.0003192805938849405,5.69e-07,5.69e-07,5.69e-07,5.69e-07,6.044496347633517e-06,0.00015839282330993453
5.69e-07,5.69e-07,5.69e-07,6.456537736980472e-05,5.69e-07,5.69e-07,0.0005382895454886001,0.00021084878060648865,0.00041464102422493384,0.00014731129160353146
0.0002019767099944565,5.69e-07,0.0003010274836335955,5.69e-07,0.00015569613422137274,0.0004550489591818088,5.69e-07,9.978362738385354e-06,5.69e-07,0.00019651758744183156
5.69e-07,1.7669976623591076e-05,5.69e-07,8.976246053167292e-06,1.1652035143340437e-05,4.062619615129737e-05,5.69e-07,1.5281207312366287e-05,5.69e-07,2.40126059086083e-06
