-0.0633819,0.023883646,-0.18525329,0.03404169,-0.27216116,0.021527959,-0.11458181,0.09230992,-0.7012475,-0.070788905,0.08191126,-0.93237674,-1.1921934,-0.72353303,-0.7524584,0.47244945,-0.29248354,0.47154912,0.6694595,0.033381317,-1.149402,-0.45950156,0.31682688,-0.07654317,-0.08465992,-0.7309935,-0.066443354,0.42858467,0.3535134,0.46887833,-2.0126247,0.46822032,1.0013962,0.055896413,-0.5038005,-0.090511985,0.63010794,-0.01817169,-0.040413864,0.027272135,-1.267675,0.38737687,-0.31556252,-1.4427787,-0.007876034,0.378183,0.060948405,0.59635645,0.5630751,0.25623003,-1.0283372,-0.6344065,0.094008595,-0.12193497,-0.14731859,-0.67124337,0.096700564,0.04141297,-0.6152823,0.05678988,0.14735293,1.0765707,-0.43382692,-0.4987361
-0.07536609,-0.06219415,0.45141202,0.083332464,-1.3965851,0.004272347,0.098972335,-0.802242,0.265334,0.0060843783,0.30878562,0.11641336,0.18835557,0.5233013,0.5902858,-0.39893195,-0.95594203,-0.39110982,0.1069746,-0.05672747,0.35135674,-0.89578545,-1.4727459,0.026900902,-0.07740481,0.9619746,0.49321985,-0.8113184,-0.63633597,0.94043815,0.6551454,-0.06212209,0.274117,0.05331469,0.46017677,0.056510907,-0.12729058,-0.54275656,-0.07866563,-0.055331085,0.42031658,-0.5014645,-0.98346275,-0.20719217,0.105964765,-0.108845785,-1.2260885,-0.7825457,0.50169325,0.5555369,0.13071889,-0.13821839,-0.38193703,-0.33017442,-0.03204633,-0.26997587,-0.27001652,0.085995585,-0.42962706,0.034426954,0.255297,0.66458184,-0.5865214,0.27920398
-0.11890941,-0.033825107,0.05546942,0.023824038,0.032329403,-0.008963649,-0.21945542,-0.82329655,-1.2071531,0.06632512,0.8129039,0.22515772,-0.19647355,-1.0604733,0.6474583,-0.45222646,-0.8374943,0.6204517,0.13879572,-0.04081986,-0.17268947,-0.040391106,0.47263992,-0.029604135,-0.9868764,-1.3784308,0.3337713,-0.43368793,0.08700114,0.12557708,-0.4612384,0.7144935,-1.0110905,-0.044954043,0.26185003,0.05898622,-0.3755525,-0.6005259,4.221597e-05,0.1009305,0.72860116,0.3652972,0.29096922,0.12531161,-0.04733354,-0.43241048,-0.041501027,-0.05447507,0.21576665,0.7764981,-0.8320542,0.74283224,0.09577082,0.09878682,-0.090443,0.08121382,0.07754544,-0.09076927,0.2453267,0.08794624,0.14336179,-0.16681646,0.21652456,0.69250137
-0.116544865,-0.12348082,0.14722678,-0.04060884,0.47484124,-0.060890537,0.06571306,-0.5414726,0.3559695,-0.097678915,-0.98762816,-0.038766373,-0.75949633,-1.0452499,-1.3807255,0.32218993,-1.4215202,-0.3505555,0.15984042,-0.94651693,0.5013532,0.10067029,-0.5002431,0.013225122,0.6472574,-0.64318156,0.360487,0.040853813,0.27561522,-1.059924,-0.5119379,-0.3768792,0.075165056,-0.077819146,-0.050326806,0.124731764,-0.9010231,0.3268111,-0.12976715,0.02139209,-0.04987521,-0.36860827,-0.5542125,0.6294095,0.012446357,-0.5136122,-0.14849836,-0.17225958,0.39661127,-0.85356003,0.56780344,-0.08714167,0.4249767,-0.023506923,-0.17396297,-0.86472744,0.40752482,0.06315345,0.36136344,-0.10399092,0.08006208,-0.76328605,0.32536498,-0.23969755
-0.14640403,-0.060559172,-0.38950008,-0.050565507,-0.16829184,0.059350956,0.13436408,-0.18925044,0.13918789,-0.11102535,0.35603347,0.47577718,0.4446965,-0.04723606,0.29459342,-0.58593875,0.29956716,0.72940916,-0.413209,0.51566976,-0.14568913,-0.74066275,0.24402465,0.017434305,0.26810277,0.3120601,-0.17897542,0.030923516,-1.1760631,0.5522623,0.4077059,-0.3397278,0.20599069,0.05244218,-1.8216933,0.14694563,0.1335795,0.22278683,-0.030616513,-0.05553867,0.048537415,0.17311949,0.36408544,0.2708095,-0.08781216,-1.2670995,0.4939836,-0.25000283,-1.3715894,0.04433207,0.19758372,-0.43987188,-0.1981118,0.37681708,0.007225994,0.5590942,-0.7681172,0.06637086,0.37855718,0.11907561,-0.8477067,-0.7399826,-0.9968546,-0.2932346
0.026029417,-0.025583725,0.38084036,-0.014335839,-0.16337882,-0.10385764,0.26216003,0.46602646,0.46377188,-0.01784164,0.2926274,0.4855049,0.27425987,0.12855455,-0.6337989,0.4051761,0.55900526,-0.45632738,-0.5687731,-0.34151596,-0.003404984,-0.75811476,0.7149253,0.063012466,-0.08864933,0.4310249,-0.2688923,0.04358961,0.24896528,-0.19704436,0.62037635,-0.8737952,-1.6519678,-0.035763793,0.43570408,0.036104877,-1.292964,0.58140254,0.022586342,0.050391566,-1.8898927,-0.29004693,-0.2212811,0.46881816,0.022595664,0.6604672,-0.39585075,-0.5778187,-0.22259967,-0.5497857,-0.56164104,-0.44765806,0.33731365,0.58661175,0.025740754,-0.18172708,0.51197493,-0.06720203,-1.2827239,-0.004843874,-0.082224794,-0.854749,0.45052394,0.25113264
-0.08816125,0.03902706,0.058589295,-0.063039005,-0.6711327,0.047892496,0.3840662,0.229017,0.32232448,-0.023045417,0.11891284,0.4010109,0.36628255,0.5704802,-1.2385896,-1.2931617,0.43373853,0.43548056,-0.11340823,-0.7200955,-1.366682,0.84586793,-0.7892589,-0.142185,-0.88342065,-1.1761405,-1.8287113,0.28143263,0.2564592,0.01993245,-0.34842676,0.11924265,-0.33316746,0.079377495,0.2449953,-0.106722325,0.2525821,-0.9495738,0.08255506,-0.049440164,0.06484462,0.018658727,-1.104184,-0.9353067,0.0006605875,-0.23207045,0.42676234,-0.31613898,0.10362924,-0.13762042,-1.2354885,-1.3351231,0.06767921,-0.3345674,0.09181139,0.405788,-0.08732872,0.10694878,-0.7535322,0.11418158,0.39700058,1.0332745,0.50856143,-0.5742583
0.058729507,-0.08976707,-0.38952988,-0.015921904,0.0050018188,-0.16062978,0.9847804,0.26917496,-0.89029706,-0.066266134,-1.0870771,-0.18111327,-1.2266189,-0.9206232,0.44984633,0.092219524,-0.3216086,-0.5993731,-0.1272908,0.76017016,-0.12897462,0.3307832,0.014801514,0.023143219,-0.27635795,0.5710983,0.27449515,-0.6532473,-0.74024415,-0.44976175,-0.26983777,-0.5225577,0.061713703,-0.09379816,0.17825505,-0.047038905,0.29789227,0.23501767,-0.116499364,0.06530201,0.49222803,-0.98353505,0.2510403,0.38987207,-0.062413078,0.19074334,0.4389916,0.25400177,0.15852016,0.3336363,0.3568077,-0.20463066,-1.0945586,-0.9027464,0.065203615,0.25449395,-1.0649178,0.0056652236,-0.022127014,-3.691498e-05,-0.19148038,0.523925,0.836101,1.5365001
-0.118203714,0.040371116,-0.030375779,-0.042917874,0.3565866,0.06393727,0.24330777,0.3929737,0.32487652,-0.064578265,-0.17249137,0.3940379,0.57750136,0.36301184,0.5410398,-0.56670535,0.03946395,-1.2546303,0.47654194,0.54920393,0.008613297,0.6513611,-0.14330824,-0.029997725,0.02150904,-1.1319796,-0.44247293,-0.17303301,0.05922373,-1.7669702,0.11628084,0.37539685,-0.30305701,-0.018494895,0.07450832,-0.024683258,0.14435238,-0.32720047,0.035066273,-0.051560596,-0.4269204,0.41180587,0.36465105,-0.89018863,-0.0760459,0.2275345,-1.1088827,0.22542538,-0.9194915,-1.6914388,0.30547452,0.47568953,-0.037378203,0.2131903,-0.092235625,-1.4062418,-0.1802085,-0.14137763,0.29149678,-0.019393232,0.4410299,-0.5924952,-0.09078523,-0.9080527
-0.10314826,0.0025306223,-0.8077432,0.03603793,0.22652768,-0.07370673,-1.973719,0.17143825,0.110100076,-0.02049114,-0.34644812,-1.4967443,-0.021123793,0.26463595,-0.4744776,0.47611102,0.113155685,0.14771068,-1.274549,-0.73551744,0.24826671,0.23083477,0.30823934,0.0028822601,0.30504104,0.040452015,0.035696052,0.3572053,0.15352175,0.056118812,0.037591554,0.103794456,0.47692138,0.084126286,-0.009842488,-0.005189056,0.4351622,0.08487345,0.08027441,-0.057219293,-0.14592364,-0.21214741,0.36952037,-0.0053812736,0.05242334,0.27511686,0.089362994,0.48788872,0.176767,0.48707545,-0.12972024,0.50588375,-0.45464706,-0.53928304,-0.007342914,0.32789654,0.17366926,0.058232326,0.35020632,-0.06294367,-0.67283297,-1.1794063,-1.1481426,-1.1941236
