Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
6.706055160066171e-07,6.706055160066171e-07,1.5927298591122963e-06,6.706055160066171e-07,6.706055160066171e-07,6.706055160066171e-07,6.706055160066171e-07,6.706055160066171e-07,1.261108764083474e-06,1.2985907460461021e-06
7.873043159634108e-07,6.706055160066171e-07,7.894918780948501e-07,1.1981558145635063e-06,6.706055160066171e-07,1.089334091375349e-06,7.546199753960536e-07,6.706055160066171e-07,6.706055160066171e-07,6.706055160066171e-07
6.706055160066171e-07,6.706055160066171e-07,7.932358130346984e-07,6.706055160066171e-07,1.1383722267055418e-06,1.39880353344779e-06,6.706055160066171e-07,6.706055160066171e-07,9.352520464744885e-07,6.706055160066171e-07
6.706055160066171e-07,6.706055160066171e-07,6.706055160066171e-07,6.706055160066171e-07,6.795755780331092e-07,7.025591344245186e-07,7.845767413527938e-07,7.515468496421818e-07,6.706055160066171e-07,6.706055160066171e-07
6.706055160066171e-07,6.706055160066171e-07,7.714213552389992e-07,6.706055160066171e-07,1.3646442766912514e-06,6.706055160066171e-07,1.1743356935767224e-06,9.865248102869373e-07,6.706055160066171e-07,1.0776441285997862e-06
7.906460268714e-07,6.706055160066171e-07,7.668675152672222e-07,1.1764916507672751e-06,6.706055160066171e-07,1.3061521713098045e-06,6.706055160066171e-07,6.706055160066171e-07,6.706055160066171e-07,8.861920832714532e-07
7.220140219033055e-07,7.773572292535391e-07,6.706055160066171e-07,7.490018560929457e-07,7.529958452323626e-07,6.706055160066171e-07,8.033677545427054e-07,6.776381269446574e-07,6.706055160066171e-07,7.428929507113935e-07
6.706055160066171e-07,6.706055160066171e-07,9.75144985204679e-07,1.1191885960215586e-06,1.1405322766222525e-06,6.706055160066171e-07,6.706055160066171e-07,6.706055160066171e-07,1.032458840199979e-06,1.105338583329285e-06
7.411023261738592e-07,7.13341876235063e-07,7.797787020535907e-07,6.706055160066171e-07,8.184215403161943e-07,6.706055160066171e-07,8.123462862386077e-07,6.706055160066171e-07,6.706055160066171e-07,6.706055160066171e-07
8.535239430784713e-07,9.875217301669181e-07,8.485695275339822e-07,7.699915727243933e-07,6.706055160066171e-07,6.706055160066171e-07,1.163427214123658e-06,6.706055160066171e-07,1.2180835256003775e-06,6.706055160066171e-07
2.0070203845534706e-06,1.4955926417314913e-06,6.706055160066171e-07,6.706055160066171e-07,6.706055160066171e-07,6.706055160066171e-07,1.953274022525875e-06,1.3209864846430719e-06,6.706055160066171e-07,6.706055160066171e-07
6.706055160066171e-07,6.706055160066171e-07,9.393910431754193e-07,1.0745014833446476e-06,6.706055160066171e-07,1.229869212693302e-06,1.3019147218074067e-06,1.7085101262637181e-06,6.706055160066171e-07,6.706055160066171e-07
6.706055160066171e-07,1.017198883346282e-06,1.53025087001879e-06,6.706055160066171e-07,6.706055160066171e-07,9.823522759688785e-07,6.706055160066171e-07,2.577959548943909e-06,6.706055160066171e-07,6.706055160066171e-07
