Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9
6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07
6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07
6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,3.169003e-06
6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07
6.706055e-07,3.169003e-06,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,3.169003e-06,6.706055e-07,6.706055e-07,6.706055e-07
6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07
6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,3.169003e-06
6.706055e-07,3.169003e-06,3.169003e-06,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07
3.169003e-06,6.706055e-07,3.169003e-06,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,3.169003e-06,6.706055e-07,6.706055e-07
6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07
6.706055e-07,6.706055e-07,6.706055e-07,3.169003e-06,6.706055e-07,6.706055e-07,6.706055e-07,3.169003e-06,6.706055e-07,6.706055e-07
3.169003e-06,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,6.706055e-07,3.169003e-06
3.169003e-06,6.706055e-07,6.706055e-07,3.169003e-06,6.706055e-07,6.706055e-07,6.706055e-07,3.169003e-06,6.706055e-07,6.706055e-07
